Manufacturer,LCSC Part #,Description,Package,Stock,Type,MFR.Part #,Datasheet,Price (USD),value,tolerance,type,voltage,min_value,max_value
UNIROYAL ELEC,C25792,CHIP RESISTOR - SURFACE MOUNT 47KOHMS ±1% 1/16W 0402 ROHS,0402,104812,CHIP RESISTOR - SURFACE MOUNT,0402WGF4702TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF4702TCE_C25792.pdf,0.0041,47000.0,1.0,Resistor,,46530.0,47470.0
UNIROYAL ELEC,C23193,CHIP RESISTOR - SURFACE MOUNT 510OHMS ±1% 1/10W 0603 ROHS,0603,372318,CHIP RESISTOR - SURFACE MOUNT,0603WAF5100T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF5100T5E_C23193.pdf,0.0016,510.0,1.0,Resistor,,504.9,515.1
CHANGJIANG ELECTRONICS TECH (CJ),C8598,SCHOTTKY BARRIER DIODES (SBD) SOD-123 ROHS,SOD-123,176372,SCHOTTKY BARRIER DIODES (SBD),B5819W,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-B5819W_C8598.pdf,0.0388,,5.0,,,,
UNIROYAL ELEC,C23138,CHIP RESISTOR - SURFACE MOUNT 330OHMS ±1% 1/10W 0603 ROHS,0603,232016,CHIP RESISTOR - SURFACE MOUNT,0603WAF3300T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3300T5E_C23138.pdf,0.0018,330.0,1.0,Resistor,,326.7,333.3
ALPHA & OMEGA SEMICON,C15127,"MOSFET P TRENCH 30V 4A 1.3V @ 250UA 44 M? @ 4.3A,10V SOT-23-3L ROHS",SOT-23-3L,95429,MOSFET,AO3401A,https://datasheet.lcsc.com/szlcsc/Alpha-Omega-Semicon-AOS-AO3401A_C15127.pdf,0.0797,,5.0,,30.0,,
UNIROYAL ELEC,C17477,CHIP RESISTOR - SURFACE MOUNT 0OHMS ±1% 1/8W 0805 ROHS,0805,225157,CHIP RESISTOR - SURFACE MOUNT,0805W8F0000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F0000T5E_C17477.pdf,0.0029,0.0,1.0,Resistor,,0.0,0.0
UNIROYAL ELEC,C21189,CHIP RESISTOR - SURFACE MOUNT 0OHMS ±1% 1/10W 0603 ROHS,0603,1034697,CHIP RESISTOR - SURFACE MOUNT,0603WAF0000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF0000T5E_C21189.pdf,0.0016,0.0,1.0,Resistor,,0.0,0.0
SAMSUNG ELECTRO-MECHANICS,C1644,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 15PF 50V 0603 ROHS,0603,138413,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C150JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C150JB8NNNC_C1644.pdf,0.0196,1.5e-11,5.0,Capacitor,50.0,1.425e-11,1.575e-11
SAMSUNG ELECTRO-MECHANICS,C1647,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 18PF 50V 0603 ROHS,0603,68038,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C180JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C180JB8NNNC_C1647.pdf,0.0066,1.8e-11,5.0,Capacitor,50.0,1.7099999999999998e-11,1.89e-11
SAMSUNG ELECTRO-MECHANICS,C1790,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100PF 50V 0805 ROHS,0805,184673,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21C101JBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21C101JBANNNC_C1790.pdf,0.0114,1e-10,5.0,Capacitor,50.0,9.5e-11,1.0500000000000001e-10
SAMSUNG ELECTRO-MECHANICS,C14858,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100PF 50V 0603 ROHS,0603,297621,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C101JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C101JB8NNNC_C14858.pdf,0.0148,1e-10,5.0,Capacitor,50.0,9.5e-11,1.0500000000000001e-10
SAMSUNG ELECTRO-MECHANICS,C1603,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 220PF 50V 0603 ROHS,0603,85996,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10B221KB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10B221KB8NNNC_C1603.pdf,0.0165,2.2e-10,5.0,Capacitor,50.0,2.0899999999999998e-10,2.31e-10
SAMSUNG ELECTRO-MECHANICS,C46653,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1NF 50V 0805 ROHS,0805,204157,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21B102KBCNNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21B102KBCNNNC_C46653.pdf,0.0103,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C1588,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1NF 50V 0603 ROHS,0603,427246,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10B102KB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10B102KB8NNNC_C1588.pdf,0.0048,,5.0,,50.0,,
GUANGDONG FENGHUA ADVANCED TECH,C1604,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 2.2NF 50V 0603 ROHS,0603,65590,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0603B222K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0603B222K500NT_C1604.pdf,0.0042,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C28323,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1UF 50V 0805 ROHS,0805,528757,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21B105KBFNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21B105KBFNNNE_C28323.pdf,0.0167,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C15850,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10UF 25V 0805 ROHS,0805,1106426,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21A106KAYNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21A106KAYNNNE_C15850.pdf,0.0205,,5.0,,25.0,,
UNIROYAL ELEC,C22859,CHIP RESISTOR - SURFACE MOUNT 10OHMS ±1% 1/10W 0603 ROHS,0603,1287171,CHIP RESISTOR - SURFACE MOUNT,0603WAF100JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF100JT5E_C22859.pdf,0.0016,10.0,1.0,Resistor,,9.9,10.1
UNIROYAL ELEC,C17901,CHIP RESISTOR - SURFACE MOUNT 100OHMS ±1% 1/4W 1206 ROHS,1206,58769,CHIP RESISTOR - SURFACE MOUNT,1206W4F1000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F1000T5E_C17901.pdf,0.0044,100.0,1.0,Resistor,,99.0,101.0
UNIROYAL ELEC,C17408,CHIP RESISTOR - SURFACE MOUNT 100OHMS ±1% 1/8W 0805 ROHS,0805,259149,CHIP RESISTOR - SURFACE MOUNT,0805W8F1000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1000T5E_C17408.pdf,0.0033,100.0,1.0,Resistor,,99.0,101.0
UNIROYAL ELEC,C17902,CHIP RESISTOR - SURFACE MOUNT 10KOHMS ±1% 1/4W 1206 ROHS,1206,257902,CHIP RESISTOR - SURFACE MOUNT,1206W4F1002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F1002T5E_C17902.pdf,0.0042,10000.0,1.0,Resistor,,9900.0,10100.0
UNIROYAL ELEC,C25741,CHIP RESISTOR - SURFACE MOUNT 100KOHMS ±1% 1/16W 0402 ROHS,0402,1270077,CHIP RESISTOR - SURFACE MOUNT,0402WGF1003TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1003TCE_C25741.pdf,0.0019,100000.0,1.0,Resistor,,99000.0,101000.0
UNIROYAL ELEC,C22787,CHIP RESISTOR - SURFACE MOUNT 120OHMS ±1% 1/10W 0603 ROHS,0603,58370,CHIP RESISTOR - SURFACE MOUNT,0603WAF1200T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1200T5E_C22787.pdf,0.0021,120.0,1.0,Resistor,,118.8,121.2
UNIROYAL ELEC,C22765,CHIP RESISTOR - SURFACE MOUNT 1.2KOHMS ±1% 1/10W 0603 ROHS,0603,101727,CHIP RESISTOR - SURFACE MOUNT,0603WAF1201T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1201T5E_C22765.pdf,0.0016,1200.0,1.0,Resistor,,1188.0,1212.0
UNIROYAL ELEC,C17604,CHIP RESISTOR - SURFACE MOUNT 2KOHMS ±1% 1/8W 0805 ROHS,0805,1106647,CHIP RESISTOR - SURFACE MOUNT,0805W8F2001T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2001T5E_C17604.pdf,0.0028,2000.0,1.0,Resistor,,1980.0,2020.0
UNIROYAL ELEC,C22962,CHIP RESISTOR - SURFACE MOUNT 220OHMS ±1% 1/10W 0603 ROHS,0603,82476,CHIP RESISTOR - SURFACE MOUNT,0603WAF2200T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2200T5E_C22962.pdf,0.0021,220.0,1.0,Resistor,,217.8,222.2
UNIROYAL ELEC,C4190,CHIP RESISTOR - SURFACE MOUNT 2.2KOHMS ±1% 1/10W 0603 ROHS,0603,251385,CHIP RESISTOR - SURFACE MOUNT,0603WAF2201T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2201T5E_C4190.pdf,0.0017,2200.0,1.0,Resistor,,2178.0,2222.0
EVERLIGHT ELEC,C6649,DIP OPTOCOUPLERS SOP-4_P2.54 ROHS,SOP-4_P2.54_C6649,305700,DIP OPTOCOUPLERS,EL357N(B)(TA)-G,https://datasheet.lcsc.com/szlcsc/Everlight-Elec-EL357N-B-TA-G_C6649.pdf,0.0699,,5.0,,,,
BRIGHTKING ELEC (TAIWAN),C78395,TVS SMB(DO-214AA) ROHS,"SMB,DO-214AA",75016,TVS,P6SMB6.8CA,https://datasheet.lcsc.com/szlcsc/Brightking-Elec-TAIWAN-P6SMB6-8CA_C78395.pdf,0.0826,,5.0,,,,
TEXAS INSTRUMENTS,C7512,DARLINGTON TRANSISTOR ARRAY DRIVER SOIC-16_150MIL ROHS,SOIC-16_150MIL,47493,DARLINGTON TRANSISTOR ARRAY DRIVER,ULN2003ADR,https://datasheet.lcsc.com/szlcsc/Texas-Instruments-TI-ULN2003ADR_C7512.pdf,0.1852,,5.0,,,,
UNIROYAL ELEC,C4310,CHIP RESISTOR - SURFACE MOUNT 1.5KOHMS ±1% 1/8W 0805 ROHS,0805,61690,CHIP RESISTOR - SURFACE MOUNT,0805W8F1501T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1501T5E_C4310.pdf,0.0038,1500.0,1.0,Resistor,,1485.0,1515.0
UNIROYAL ELEC,C22809,CHIP RESISTOR - SURFACE MOUNT 15KOHMS ±1% 1/10W 0603 ROHS,0603,144585,CHIP RESISTOR - SURFACE MOUNT,0603WAF1502T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1502T5E_C22809.pdf,0.0016,15000.0,1.0,Resistor,,14850.0,15150.0
UNIROYAL ELEC,C17475,CHIP RESISTOR - SURFACE MOUNT 15KOHMS ±1% 1/8W 0805 ROHS,0805,65278,CHIP RESISTOR - SURFACE MOUNT,0805W8F1502T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1502T5E_C17475.pdf,0.0029,15000.0,1.0,Resistor,,14850.0,15150.0
UNIROYAL ELEC,C8218,CHIP RESISTOR - SURFACE MOUNT 200OHMS ±1% 1/10W 0603 ROHS,0603,263369,CHIP RESISTOR - SURFACE MOUNT,0603WAF2000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2000T5E_C8218.pdf,0.0032,200.0,1.0,Resistor,,198.0,202.0
UNIROYAL ELEC,C4109,CHIP RESISTOR - SURFACE MOUNT 2KOHMS ±1% 1/16W 0402 ROHS,0402,111013,CHIP RESISTOR - SURFACE MOUNT,0402WGF2001TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF2001TCE_C4109.pdf,0.0041,2000.0,1.0,Resistor,,1980.0,2020.0
UNIROYAL ELEC,C4184,CHIP RESISTOR - SURFACE MOUNT 20KOHMS ±1% 1/10W 0603 ROHS,0603,212200,CHIP RESISTOR - SURFACE MOUNT,0603WAF2002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2002T5E_C4184.pdf,0.0016,20000.0,1.0,Resistor,,19800.0,20200.0
SAMSUNG ELECTRO-MECHANICS,C59461,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22UF 6.3V 0603 ROHS,0603,162112,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10A226MQ8NRNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10A226MQ8NRNC_C59461.pdf,0.0161,,5.0,,3.0,,
UNIROYAL ELEC,C17520,CHIP RESISTOR - SURFACE MOUNT 2.2KOHMS ±1% 1/8W 0805 ROHS,0805,244597,CHIP RESISTOR - SURFACE MOUNT,0805W8F2201T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2201T5E_C17520.pdf,0.005,2200.0,1.0,Resistor,,2178.0,2222.0
GUANGDONG FENGHUA ADVANCED TECH,C1523,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1NF 50V 0402 ROHS,0402,107891,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402B102K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402B102K500NT_C1523.pdf,0.0027,,5.0,,50.0,,
YAGEO,C14663,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100NF 50V 0603 ROHS,0603,5813023,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CC0603KRX7R9BB104,https://datasheet.lcsc.com/szlcsc/YAGEO-CC0603KRX7R9BB104_C14663.pdf,0.0051,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C15525,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10UF 6.3V 0402 ROHS,0402,88212,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL05A106MQ5NUNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL05A106MQ5NUNC_C15525.pdf,0.0115,,5.0,,3.0,,
AVX,C7171,TANTALUM CAPACITORS 10UF 16V CASE-A_3216 ROHS,CASE-A_3216,209907,TANTALUM CAPACITORS,TAJA106K016RNJ,https://datasheet.lcsc.com/szlcsc/AVX-TAJA106K016RNJ_C7171.pdf,0.0721,,5.0,,16.0,,
UNIROYAL ELEC,C21190,CHIP RESISTOR - SURFACE MOUNT 1KOHMS ±1% 1/10W 0603 ROHS,0603,4340801,CHIP RESISTOR - SURFACE MOUNT,0603WAF1001T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1001T5E_C21190.pdf,0.0016,1000.0,1.0,Resistor,,990.0,1010.0
UNIROYAL ELEC,C25804,CHIP RESISTOR - SURFACE MOUNT 10KOHMS ±1% 1/10W 0603 ROHS,0603,9909330,CHIP RESISTOR - SURFACE MOUNT,0603WAF1002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1002T5E_C25804.pdf,0.0016,10000.0,1.0,Resistor,,9900.0,10100.0
UNIROYAL ELEC,C25744,CHIP RESISTOR - SURFACE MOUNT 10KOHMS ±1% 1/16W 0402 ROHS,0402,577505,CHIP RESISTOR - SURFACE MOUNT,0402WGF1002TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1002TCE_C25744.pdf,0.0037,10000.0,1.0,Resistor,,9900.0,10100.0
UNIROYAL ELEC,C17414,CHIP RESISTOR - SURFACE MOUNT 10KOHMS ±1% 1/8W 0805 ROHS,0805,3033540,CHIP RESISTOR - SURFACE MOUNT,0805W8F1002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1002T5E_C17414.pdf,0.0028,10000.0,1.0,Resistor,,9900.0,10100.0
UNIROYAL ELEC,C17514,CHIP RESISTOR - SURFACE MOUNT 1MOHMS ±1% 1/8W 0805 ROHS,0805,91952,CHIP RESISTOR - SURFACE MOUNT,0805W8F1004T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1004T5E_C17514.pdf,0.0032,1000000.0,1.0,Resistor,,990000.0,1010000.0
UNIROYAL ELEC,C17437,CHIP RESISTOR - SURFACE MOUNT 120OHMS ±1% 1/8W 0805 ROHS,0805,130192,CHIP RESISTOR - SURFACE MOUNT,0805W8F1200T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1200T5E_C17437.pdf,0.0028,120.0,1.0,Resistor,,118.8,121.2
GUANGDONG FENGHUA ADVANCED TECH,C29823,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 4.7UF 50V 1206 ROHS,1206,94692,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,1206B475K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-1206B475K500NT_C29823.pdf,0.0905,,5.0,,50.0,,
UNIROYAL ELEC,C23182,CHIP RESISTOR - SURFACE MOUNT 47OHMS ±1% 1/10W 0603 ROHS,0603,115375,CHIP RESISTOR - SURFACE MOUNT,0603WAF470JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF470JT5E_C23182.pdf,0.0033,47.0,1.0,Resistor,,46.53,47.47
UNIROYAL ELEC,C17710,CHIP RESISTOR - SURFACE MOUNT 470OHMS ±1% 1/8W 0805 ROHS,0805,340716,CHIP RESISTOR - SURFACE MOUNT,0805W8F4700T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F4700T5E_C17710.pdf,0.0028,470.0,1.0,Resistor,,465.3,474.7
UNIROYAL ELEC,C17673,CHIP RESISTOR - SURFACE MOUNT 4.7KOHMS ±1% 1/8W 0805 ROHS,0805,1329084,CHIP RESISTOR - SURFACE MOUNT,0805W8F4701T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F4701T5E_C17673.pdf,0.0027,4700.0,1.0,Resistor,,4653.0,4747.0
EXAR,C6855,RS-485 & RS-422 1/1 10MBPS 4.75V ~ 5.25V SOIC-8_150MIL ROHS,SOIC-8_150MIL,38474,RS-485 & RS-422,SP485EEN-L/TR,https://datasheet.lcsc.com/szlcsc/Exar-SP485EEN-L-TR_C6855.pdf,0.208,,5.0,,75.0,,
UNIROYAL ELEC,C23189,CHIP RESISTOR - SURFACE MOUNT 5.6KOHMS ±1% 1/10W 0603 ROHS,0603,68450,CHIP RESISTOR - SURFACE MOUNT,0603WAF5601T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF5601T5E_C23189.pdf,0.0024,5600.0,1.0,Resistor,,5544.0,5656.0
UNIROYAL ELEC,C13167,CHIP RESISTOR - SURFACE MOUNT 2.7KOHMS ±1% 1/10W 0603 ROHS,0603,99738,CHIP RESISTOR - SURFACE MOUNT,0603WAF2701T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2701T5E_C13167.pdf,0.0018,2700.0,1.0,Resistor,,2673.0,2727.0
CHANGJIANG ELECTRONICS TECH (CJ),C8545,"MOSFET N TRENCH 60V 115MA 2.5V @ 250UA 7.5 ? @ 500MA,10V SOT-23(SOT-23-3) ROHS",SOT-23,123228,MOSFET,2N7002,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-2N7002_C8545.pdf,0.0236,,5.0,,60.0,,
UNIROYAL ELEC,C23140,CHIP RESISTOR - SURFACE MOUNT 33OHMS ±1% 1/10W 0603 ROHS,0603,201443,CHIP RESISTOR - SURFACE MOUNT,0603WAF330JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF330JT5E_C23140.pdf,0.0016,33.0,1.0,Resistor,,32.67,33.33
UNIROYAL ELEC,C22978,CHIP RESISTOR - SURFACE MOUNT 3.3KOHMS ±1% 1/10W 0603 ROHS,0603,117317,CHIP RESISTOR - SURFACE MOUNT,0603WAF3301T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3301T5E_C22978.pdf,0.0022,3300.0,1.0,Resistor,,3267.0,3333.0
YANGXING TECH,C115962,SMD CRYSTAL RESONATORS 8MHZ ±10PPM SMD-5032_2P ROHS,SMD-5032_2P,103465,SMD CRYSTAL RESONATORS,X50328MSB2GI,https://datasheet.lcsc.com/szlcsc/1903061615_Yangxing-Tech-X50328MSB2GI_C115962.pdf,0.1789,,5.0,,,,
CHANGJIANG ELECTRONICS TECH (CJ),C8542,TRANSISTORS (NPN/PNP) PNP 1.5A 25V SOT-23(SOT-23-3) ROHS,SOT-23,546148,TRANSISTORS (NPN/PNP),SS8550,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-SS8550_C8542.pdf,0.02,,5.0,,25.0,,
MDD)ICRODIODE ELECTRONICS),C95872,"DIODES - GENERAL PURPOSE 1KV 1A 1.1V @ 1A SMA(DO-214AC) ROHS""","SMA,DO-214AC",928822,DIODES - GENERAL PURPOSE,M7,https://datasheet.lcsc.com/szlcsc/MDD-Jiangsu-Yutai-Elec-M7-GPP_C95872.pdf,0.0118,,5.0,,1.0,,
STMICROELECTRONICS,C58069,LINEAR VOLTAGE REGULATORS TO-252-2(DPAK) ROHS,TO-252-2,48230,LINEAR VOLTAGE REGULATORS,L78M05ABDT-TR,https://datasheet.lcsc.com/szlcsc/STMicroelectronics-L78M05ABDT-TR_C58069.pdf,0.1458,,5.0,,,,
CHANGJIANG ELECTRONICS TECH (CJ),C2146,TRANSISTORS (NPN/PNP) NPN 500MA 25V SOT-23(SOT-23-3) ROHS,SOT-23,308276,TRANSISTORS (NPN/PNP),S8050,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-S8050_C2146.pdf,0.0198,,5.0,,25.0,,
CHANGJIANG ELECTRONICS TECH (CJ),C6749,TRANSISTORS (NPN/PNP) NPN 500MA 25V SOT-23(SOT-23-3) ROHS,SOT-23,109855,TRANSISTORS (NPN/PNP),S9013,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-S9013_C6749.pdf,0.0192,,5.0,,25.0,,
CHANGJIANG ELECTRONICS TECH (CJ),C2150,TRANSISTORS (NPN/PNP) NPN 1.5A 25V SOT-23(SOT-23-3) ROHS,SOT-23,1087468,TRANSISTORS (NPN/PNP),SS8050,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-SS8050_C2150.pdf,0.0205,,5.0,,25.0,,
STMICROELECTRONICS,C8734,ST MICROELECTRONICS LQFP-48_7X7X05P ROHS,LQFP-48_7X7X05P,21454,ST MICROELECTRONICS,STM32F103C8T6,https://datasheet.lcsc.com/szlcsc/STMicroelectronics-STM32F103C8T6_C8734.pdf,1.6121,,5.0,,,,
STMICROELECTRONICS,C8323,ST MICROELECTRONICS LQFP-64_10X10X05P ROHS,LQFP-64_10X10X05P,13617,ST MICROELECTRONICS,STM32F103RCT6,https://datasheet.lcsc.com/szlcsc/STMicroelectronics-STM32F103RCT6_C8323.pdf,2.3201,,5.0,,,,
EVERLIGHT ELEC,C72038,LIGHT EMITTING DIODES (LED) YELLOW 585.5~591.5NM 90~180MCD@20MA TOP VIEW 0603 ROHS,LED_0603,199862,LIGHT EMITTING DIODES (LED),19-213/Y2C-CQ2R2L/3T(CY),https://datasheet.lcsc.com/szlcsc/Everlight-Elec-19-213-Y2C-CQ2R2L-3T-CY_C72038.pdf,0.0314,,5.0,,,,
UNIROYAL ELEC,C17168,CHIP RESISTOR - SURFACE MOUNT 0OHMS ±1% 1/16W 0402 ROHS,0402,134090,CHIP RESISTOR - SURFACE MOUNT,0402WGF0000TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF0000TCE_C17168.pdf,0.0012,0.0,1.0,Resistor,,0.0,0.0
SAMSUNG ELECTRO-MECHANICS,C38523,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 12PF 50V 0603 ROHS,0603,101499,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C120JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C120JB8NNNC_C38523.pdf,0.006,1.2e-11,5.0,Capacitor,50.0,1.14e-11,1.26e-11
SAMSUNG ELECTRO-MECHANICS,C1648,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 20PF 50V 0603 ROHS,0603,330046,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C200JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C200JB8NNNC_C1648.pdf,0.0073,2e-11,5.0,Capacitor,50.0,1.9e-11,2.1e-11
SAMSUNG ELECTRO-MECHANICS,C1804,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22PF 50V 0805 ROHS,0805,177410,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21C220JBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21C220JBANNNC_C1804.pdf,0.0115,2.1999999999999998e-11,5.0,Capacitor,50.0,2.0899999999999997e-11,2.31e-11
SAMSUNG ELECTRO-MECHANICS,C1653,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22PF 50V 0603 ROHS,0603,242896,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C220JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C220JB8NNNC_C1653.pdf,0.0071,2.1999999999999998e-11,5.0,Capacitor,50.0,2.0899999999999997e-11,2.31e-11
GUANGDONG FENGHUA ADVANCED TECH,C1555,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22PF 50V 0402 ROHS,0402,64705,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402CG220J500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402CG220J500NT_C1555.pdf,0.0018,2.1999999999999998e-11,5.0,Capacitor,50.0,2.0899999999999997e-11,2.31e-11
SAMSUNG ELECTRO-MECHANICS,C1671,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 47PF 50V 0603 ROHS,0603,137192,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C470JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C470JB8NNNC_C1671.pdf,0.0184,4.7e-11,5.0,Capacitor,50.0,4.4649999999999996e-11,4.935e-11
